insight_id,call_id,summary,tone,pending_items,sales_opportunities,issues
376,376,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
377,377,"A conversation about Investment options: Guidance on selecting investments (e.g., GICs, mutual funds, or stocks)..",dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
378,378,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
379,379,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",neutral,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
380,380,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
381,381,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
382,382,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
383,383,A conversation about Fraud concerns: Suspected fraudulent activity or account security..,dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
384,384,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
385,385,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
386,386,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
387,387,"A conversation about Account changes: Updating information, such as property insurance or mailing address..",neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
388,388,A conversation about Account setup: Assistance with opening a new TFSA..,satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
389,389,A conversation about Withdrawals: How to withdraw funds and understanding withdrawal implications..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
390,390,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
